duration,src_bytes,dst_bytes,pkt_rate,failed_logins,label
0.23463404498842955,92,14,11.943065614302078,0,BENIGN
0.08481243523117314,74,87,14.569089569224076,0,BENIGN
0.20301409165689538,103,151,8.552143610655985,0,BENIGN
0.640064874497433,157,37,10.492494459522208,0,BENIGN
0.00038953461832911477,187,20,14.387134361038052,0,BENIGN
0.00354569489723492,88,48,14.616144902843793,0,BENIGN
0.37198309399165946,169,187,7.889968594877779,0,BENIGN
0.768968005515456,50,107,3.5811380317712818,0,BENIGN
0.36101457751656385,63,130,11.251033328989525,0,BENIGN
0.2993725719232361,17,131,12.49738557136347,0,BENIGN
1.4253984394678014,13,8,12.337577903545014,0,BENIGN
0.47079998505350695,7,174,6.6967067309505,0,BENIGN
0.09519580825837494,80,163,11.698338480343123,0,BENIGN
0.2768281805034938,53,105,7.886639648870228,0,BENIGN
0.4193181228124015,190,145,10.655914948161588,0,BENIGN
1.2747176896347026,199,189,12.645283116845832,0,BENIGN
0.1967660434015434,81,110,8.618083687120638,0,BENIGN
0.1649014200671246,123,40,13.171366678656748,0,BENIGN
0.1756827503656417,44,64,9.869389592579505,0,BENIGN
0.2511655011993344,135,62,9.174097269260821,0,BENIGN
0.844948388743063,80,135,12.682996990326284,0,BENIGN
0.038464632756898175,40,27,12.264993391734208,0,BENIGN
0.9942647858291114,71,11,8.56247728646413,0,BENIGN
0.18624417520517686,36,98,9.443023070008548,0,BENIGN
0.4473842377142897,34,192,10.980535671910042,0,BENIGN
0.9449524523650217,4,141,9.756643137523938,0,BENIGN
0.34040736575513897,136,14,9.548398425220652,0,BENIGN
0.11264743332687721,95,51,7.103326984315076,0,BENIGN
0.41422644114316154,131,150,12.618115293971552,0,BENIGN
0.11348871106616237,12,159,16.861677948871876,0,BENIGN
0.45672920645019377,85,27,12.746206353106222,0,BENIGN
0.8139844703702782,43,83,10.986253328979053,0,BENIGN
1.1154067026177805,74,127,7.893840718367943,0,BENIGN
0.12934337306969068,189,120,9.017013560206696,0,BENIGN
0.8519148633194725,2,102,10.381036718115395,0,BENIGN
0.3316291400529039,50,171,6.25166883160022,0,BENIGN
0.13993997565358599,58,117,10.903968402848903,0,BENIGN
0.2586198844572432,61,185,5.624449237039727,0,BENIGN
1.641004932270699,38,129,7.725018638445274,0,BENIGN
3.046302556079224,186,112,11.372246946157428,0,BENIGN
1.8778292995509487,53,86,11.433262298300582,0,BENIGN
0.13693027607103853,129,52,9.222914065783328,0,BENIGN
0.3361360547368181,159,197,12.301890516119212,0,BENIGN
0.7169438131197314,122,144,6.550622267516925,0,BENIGN
0.6513744642461581,23,68,14.215615917634564,0,BENIGN
0.3836926249761744,143,96,14.17697726047571,0,BENIGN
0.08168172769024176,186,69,12.369018414252018,0,BENIGN
0.19723209920898013,163,146,11.294468389789126,0,BENIGN
0.620923069027243,146,147,6.813088858821685,0,BENIGN
0.5871062637838595,127,38,11.420777291905544,0,BENIGN
1.3801719089021536,128,10,7.650240122991288,0,BENIGN
1.2930951985753618,41,98,9.033815451382972,0,BENIGN
0.12974172317403826,143,89,10.039101699299653,0,BENIGN
0.15111311377414,128,47,11.133308775919275,0,BENIGN
1.6822305195901937,196,36,9.559163821238881,0,BENIGN
0.16346886423835805,146,47,10.54186892122066,0,BENIGN
0.9375525249677584,147,151,12.762000147139213,0,BENIGN
0.9516644393432035,112,199,9.319832633351915,0,BENIGN
0.7693514655835237,103,83,4.450591188507305,0,BENIGN
1.407818617287604,152,92,13.505893730351602,0,BENIGN
0.16698237381673234,109,81,1.3616293195828728,0,BENIGN
2.597651435295704,160,67,7.590467004962057,0,BENIGN
0.13541187952640296,20,47,12.30993207979238,0,BENIGN
0.9459780387317005,144,127,13.805168567211705,0,BENIGN
0.4200221527936287,186,114,6.044289517725662,0,BENIGN
0.445641581468924,108,50,12.161161726114589,0,BENIGN
1.1130276056242614,26,26,10.039005675633721,0,BENIGN
0.4300779513207925,191,196,14.360602231471951,0,BENIGN
0.13080270059554885,47,146,14.439546325595657,0,BENIGN
0.02229149355274316,171,157,11.190322843813387,0,BENIGN
1.5387812063940116,116,5,9.627602833355022,0,BENIGN
1.700421008061028,98,187,12.221022453843215,0,BENIGN
0.9586935085897095,190,159,8.660455143798936,0,BENIGN
0.09285930814787739,24,53,12.569196382970418,0,BENIGN
0.5954127988789686,103,173,10.692861168835398,0,BENIGN
2.3052848739231586,193,126,7.573189325828917,0,BENIGN
0.36524766249075186,129,16,11.349322115466201,0,BENIGN
0.17585091068145786,25,98,15.336773031657884,0,BENIGN
0.14799621641624014,151,12,6.450203135636743,0,BENIGN
0.03679147184875793,143,141,11.484986962575086,0,BENIGN
1.1036617381733835,142,91,5.318328782688193,0,BENIGN
0.5574106772753611,50,152,16.00104426731831,0,BENIGN
0.08423395170159494,189,124,10.449501149018793,0,BENIGN
0.14400863799034622,169,69,10.422722104213966,0,BENIGN
0.18067544003516323,187,100,14.681140423398638,0,BENIGN
0.12155900171495168,4,102,10.385653000213244,0,BENIGN
0.04460551449494864,108,115,14.991309368344753,0,BENIGN
0.074454856104935,143,12,7.782290705634678,0,BENIGN
1.7456190421735231,105,157,9.678416574516621,0,BENIGN
0.28415740284072416,57,182,8.541348142740627,0,BENIGN
0.1444150504899873,116,61,11.51496183694137,0,BENIGN
0.26292982223257094,57,121,12.597265582510364,0,BENIGN
0.08506037078642707,33,95,15.296362720843291,0,BENIGN
0.5396951748483992,116,128,11.214945132882868,0,BENIGN
1.5490517492781533,191,190,14.966384876136765,0,BENIGN
0.02444605172064713,153,143,8.611223733809055,0,BENIGN
0.08637165607862862,85,184,7.959986997646173,0,BENIGN
0.04944463209391634,93,189,9.209782465398181,0,BENIGN
0.6081203058503442,143,175,8.352241277907094,0,BENIGN
0.312439511217452,100,22,13.290388763324211,0,BENIGN
